GalaxyID,class
581464,sphere
581476,irregular
581496,elliptical
581501,sphere
581519,sphere
581537,sphere
581599,irregular
581616,elliptical
581620,sphere
581629,espiral
581642,sphere
581652,sphere
581664,elliptical
581667,espiral
581690,elliptical
581695,espiral
581697,espiral
581729,sphere
581747,irregular
581786,espiral
581817,elliptical
581820,sphere
581840,sphere
581847,sphere
581867,sphere
581872,espiral
581896,espiral
581898,espiral
581940,irregular
581952,elliptical
581956,sphere
581972,elliptical
581976,sphere
582003,elliptical
582022,sphere
582047,sphere
582055,espiral
582064,sphere
582098,sphere
582099,sphere
582140,espiral
582146,sphere
582156,elliptical
582158,elliptical
582166,sphere
582176,elliptical
582180,sphere
582199,espiral
582227,espiral
582237,espiral
582255,espiral
582257,sphere
582281,sphere
582362,elliptical
582373,sphere
582391,espiral
582411,espiral
582418,sphere
582482,sphere
582495,sphere
582536,espiral
582537,elliptical
582548,sphere
582563,elliptical
582579,elliptical
582583,sphere
582615,elliptical
582619,elliptical
582635,elliptical
582650,sphere
582653,elliptical
582673,elliptical
582691,elliptical
582693,elliptical
582709,sphere
582729,elliptical
582746,elliptical
582761,espiral
582768,elliptical
582822,espiral
582904,elliptical
582911,sphere
582944,sphere
582961,sphere
582968,irregular
583004,sphere
583009,elliptical
583025,sphere
583031,sphere
583046,sphere
583048,sphere
583089,elliptical
583091,elliptical
583094,sphere
583117,espiral
583121,espiral
583128,sphere
583130,espiral
583143,espiral
583151,sphere
583166,sphere
583181,elliptical
583186,elliptical
583187,espiral
583207,sphere
583371,sphere
583403,espiral
583424,elliptical
583435,sphere
583439,espiral
583476,elliptical
583524,elliptical
583565,sphere
583568,elliptical
583583,sphere
583623,espiral
583664,elliptical
583715,espiral
583731,sphere
583795,elliptical
583820,espiral
583867,elliptical
583888,sphere
583889,sphere
583898,sphere
583945,espiral
583950,espiral
583989,elliptical
584025,espiral
584055,sphere
584060,sphere
584105,elliptical
584128,sphere
584139,elliptical
584173,espiral
584200,irregular
584205,sphere
584254,sphere
584294,sphere
584295,elliptical
584335,elliptical
584346,sphere
584369,elliptical
584386,elliptical
584391,sphere
584396,irregular
584493,elliptical
584503,sphere
584518,espiral
584541,sphere
584544,espiral
584563,elliptical
584567,elliptical
584569,elliptical
584576,espiral
584586,elliptical
584591,espiral
584600,elliptical
584602,sphere
584618,elliptical
584650,elliptical
584669,sphere
584676,espiral
584695,espiral
584713,elliptical
584717,elliptical
584721,espiral
584736,sphere
584738,elliptical
584756,sphere
584773,sphere
584775,elliptical
584822,sphere
584866,espiral
584874,sphere
584882,sphere
584891,sphere
584892,sphere
584903,elliptical
584936,elliptical
584944,elliptical
584963,elliptical
584969,sphere
585007,sphere
585013,elliptical
585042,sphere
585047,elliptical
585048,espiral
585052,sphere
585068,irregular
585080,elliptical
585084,sphere
585085,elliptical
585091,sphere
585105,sphere
585106,sphere
585118,elliptical
585135,irregular
585186,sphere
585194,elliptical
585199,espiral
585225,elliptical
585284,elliptical
585294,elliptical
585308,elliptical
585317,elliptical
585437,sphere
585467,espiral
585472,sphere
585493,elliptical
585539,elliptical
585542,espiral
585555,sphere
585568,sphere
585602,sphere
585611,sphere
585614,espiral
585631,sphere
585646,espiral
585656,espiral
585660,espiral
585687,sphere
585699,espiral
585716,sphere
585774,sphere
585814,sphere
585840,elliptical
585845,irregular
585853,elliptical
585872,elliptical
585876,elliptical
585887,sphere
585972,elliptical
585988,sphere
585998,espiral
586032,sphere
586053,elliptical
586131,elliptical
586148,elliptical
586166,espiral
586177,espiral
586178,elliptical
586214,sphere
586237,sphere
586239,elliptical
586249,elliptical
586271,irregular
586290,sphere
586312,sphere
586353,espiral
586359,sphere
586378,sphere
586417,sphere
586447,elliptical
586456,elliptical
586459,irregular
586492,sphere
586501,elliptical
586571,elliptical
586574,sphere
586591,sphere
586612,elliptical
586616,espiral
586623,espiral
586639,elliptical
586643,sphere
586658,espiral
586694,sphere
586708,elliptical
586715,espiral
586727,elliptical
586741,elliptical
586771,sphere
586777,espiral
586823,elliptical
586848,sphere
586854,elliptical
586914,espiral
586927,sphere
586929,espiral
586933,sphere
586981,irregular
586983,elliptical
586991,sphere
587008,espiral
587019,sphere
587029,irregular
587070,sphere
587092,elliptical
587098,espiral
587116,sphere
587128,elliptical
587167,sphere
587174,espiral
587188,sphere
587202,elliptical
587239,elliptical
587265,elliptical
587308,sphere
587311,sphere
587359,sphere
587447,elliptical
587485,elliptical
587537,sphere
587551,elliptical
587562,sphere
587564,espiral
587575,espiral
587598,irregular
587646,sphere
587679,sphere
587687,sphere
587692,irregular
587693,sphere
587708,irregular
587716,sphere
587723,irregular
587727,elliptical
587743,elliptical
587754,elliptical
587780,espiral
587802,elliptical
587914,elliptical
587965,sphere
588004,sphere
588016,sphere
588019,sphere
588044,sphere
588060,sphere
588068,sphere
588091,sphere
588175,espiral
588188,elliptical
588224,elliptical
588234,espiral
588247,sphere
588259,elliptical
588269,elliptical
588276,elliptical
588278,sphere
588285,elliptical
588300,elliptical
588303,elliptical
588317,espiral
588336,sphere
588356,espiral
588359,espiral
588361,espiral
588371,sphere
588377,sphere
588408,sphere
588418,sphere
588434,sphere
588448,sphere
588462,espiral
588480,elliptical
588490,irregular
588531,sphere
588533,sphere
588555,sphere
588588,sphere
588607,sphere
588613,sphere
588633,elliptical
588640,elliptical
588676,sphere
588681,sphere
588686,elliptical
588694,sphere
588705,espiral
588712,sphere
588715,irregular
588722,elliptical
588729,sphere
588744,espiral
588808,espiral
588809,sphere
588810,sphere
588820,espiral
588840,elliptical
588888,sphere
588893,sphere
588941,sphere
588958,elliptical
589002,elliptical
589030,sphere
589044,sphere
589072,elliptical
589085,espiral
589103,elliptical
589118,sphere
589135,sphere
589171,elliptical
589182,elliptical
589223,sphere
589224,elliptical
589249,sphere
589258,espiral
589260,sphere
589270,espiral
589280,sphere
589286,elliptical
589322,elliptical
589340,espiral
589344,elliptical
589352,sphere
589375,sphere
589380,espiral
589393,elliptical
589395,sphere
589399,elliptical
589415,sphere
589418,sphere
589424,elliptical
589432,sphere
589457,sphere
589458,espiral
589501,elliptical
589516,irregular
589535,elliptical
589546,sphere
589594,elliptical
589599,elliptical
589600,elliptical
589610,elliptical
589669,sphere
589674,espiral
589708,sphere
589759,elliptical
589766,sphere
589796,espiral
589864,elliptical
589878,sphere
589907,elliptical
589931,irregular
589941,espiral
589947,elliptical
589976,sphere
589990,sphere
590006,irregular
590014,sphere
590042,irregular
590044,espiral
590056,elliptical
590061,sphere
590080,elliptical
590095,espiral
590097,elliptical
590123,elliptical
590138,elliptical
590142,sphere
590147,elliptical
590165,irregular
590168,sphere
590217,elliptical
590225,irregular
590239,sphere
590243,sphere
590244,elliptical
590279,elliptical
590297,espiral
590334,elliptical
590376,elliptical
590448,sphere
590477,sphere
590481,espiral
590504,espiral
590505,sphere
590523,elliptical
590548,sphere
590554,elliptical
590588,elliptical
590596,elliptical
590624,sphere
590628,espiral
590649,sphere
590796,irregular
590810,sphere
590822,sphere
590843,sphere
590876,espiral
590896,elliptical
590951,elliptical
590981,elliptical
590984,sphere
591004,elliptical
591005,espiral
591032,elliptical
591065,sphere
591086,espiral
591099,sphere
591142,elliptical
591154,sphere
591163,elliptical
591172,espiral
591183,elliptical
591208,elliptical
591238,sphere
591244,elliptical
591246,elliptical
591248,elliptical
591280,elliptical
591341,sphere
591342,sphere
591353,sphere
591354,sphere
591383,sphere
591412,sphere
591423,elliptical
591454,elliptical
591474,espiral
591505,irregular
591514,sphere
591530,irregular
591533,elliptical
591565,elliptical
591575,sphere
591608,elliptical
591675,sphere
591707,irregular
591714,elliptical
591720,sphere
591729,sphere
591751,espiral
591775,espiral
591795,sphere
591805,elliptical
591817,espiral
591866,espiral
591884,sphere
591947,espiral
591959,elliptical
592003,elliptical
592052,elliptical
592062,elliptical
592085,espiral
592138,elliptical
592148,irregular
592198,espiral
592205,elliptical
592206,sphere
592236,elliptical
592304,sphere
592309,espiral
592337,irregular
592344,elliptical
592358,irregular
592384,elliptical
592398,sphere
592417,sphere
592486,sphere
592495,sphere
592515,sphere
592522,sphere
592557,espiral
592588,espiral
592592,sphere
592595,espiral
592607,espiral
592620,sphere
592623,elliptical
592629,elliptical
592649,irregular
592664,elliptical
592665,elliptical
592667,sphere
592679,sphere
592698,irregular
592702,sphere
592745,sphere
592800,sphere
592857,espiral
592868,elliptical
592893,sphere
592895,sphere
592923,elliptical
592943,sphere
592972,elliptical
593007,irregular
593031,sphere
593070,sphere
593077,espiral
593091,sphere
593167,elliptical
593203,sphere
593227,elliptical
593230,espiral
593250,elliptical
593257,elliptical
593266,elliptical
593298,irregular
593308,sphere
593381,sphere
593386,elliptical
593410,sphere
593452,sphere
593458,elliptical
593466,espiral
593471,elliptical
593556,elliptical
593577,sphere
593578,elliptical
593588,elliptical
593590,elliptical
593611,sphere
593621,sphere
593625,sphere
593627,sphere
593630,espiral
593662,irregular
593667,elliptical
593681,elliptical
593689,sphere
593691,elliptical
593711,sphere
593713,irregular
593737,sphere
593746,sphere
593756,elliptical
593766,elliptical
593767,elliptical
593796,elliptical
593832,sphere
593874,elliptical
593877,sphere
593916,irregular
593939,espiral
593942,sphere
593971,sphere
593985,sphere
593988,sphere
593995,elliptical
593999,espiral
594080,sphere
594101,sphere
594111,espiral
594127,sphere
594136,elliptical
594140,elliptical
594146,irregular
594191,sphere
594204,elliptical
594212,elliptical
594225,sphere
594286,sphere
594298,elliptical
594322,elliptical
594336,elliptical
594341,elliptical
594349,elliptical
594416,sphere
594429,espiral
594471,espiral
594512,sphere
594528,espiral
594532,elliptical
594551,espiral
594580,sphere
594584,sphere
594633,elliptical
594643,sphere
594712,irregular
594745,sphere
594746,espiral
594749,sphere
594758,elliptical
594765,sphere
594810,espiral
594812,sphere
594827,irregular
594841,sphere
594855,elliptical
594860,espiral
594874,sphere
594895,elliptical
594896,sphere
594956,sphere
594962,elliptical
594970,sphere
594971,elliptical
595008,espiral
595020,elliptical
595031,espiral
595048,elliptical
595057,espiral
595071,sphere
595078,espiral
595081,sphere
595090,sphere
595116,espiral
595146,espiral
595216,espiral
595219,sphere
595234,sphere
595244,elliptical
595246,sphere
595264,elliptical
595295,elliptical
595336,sphere
595346,espiral
595364,sphere
595404,espiral
595434,espiral
595450,sphere
595456,sphere
595462,espiral
595473,elliptical
595482,elliptical
595484,sphere
595488,elliptical
595509,sphere
595526,sphere
595527,elliptical
595569,sphere
595576,espiral
595591,sphere
595603,espiral
595649,sphere
595666,elliptical
595680,sphere
595703,elliptical
595705,sphere
595718,sphere
595720,sphere
595733,sphere
595736,sphere
595746,sphere
595748,elliptical
595750,sphere
595792,elliptical
595830,espiral
595848,sphere
595861,elliptical
595869,sphere
595898,elliptical
595905,elliptical
595914,sphere
595915,sphere
595940,sphere
595966,elliptical
595969,elliptical
595996,sphere
596014,elliptical
596020,espiral
596072,sphere
596092,sphere
596093,espiral
596122,sphere
596153,espiral
596168,elliptical
596177,elliptical
596180,sphere
596256,sphere
596330,sphere
596342,sphere
596366,sphere
596375,sphere
596389,irregular
596452,espiral
596487,elliptical
596562,elliptical
596611,espiral
596617,espiral
596621,sphere
596691,espiral
596698,elliptical
596719,sphere
596742,irregular
596746,sphere
596767,elliptical
596770,sphere
596785,espiral
596788,sphere
596789,elliptical
596794,sphere
596805,irregular
596823,elliptical
596834,sphere
596878,irregular
596891,sphere
596929,elliptical
596933,sphere
596944,espiral
596965,elliptical
596979,elliptical
597007,espiral
597047,espiral
597069,espiral
597070,elliptical
597082,sphere
597091,sphere
597097,elliptical
597105,espiral
597106,sphere
597202,espiral
597212,sphere
597226,elliptical
597266,espiral
597293,sphere
597301,sphere
597344,espiral
597345,espiral
597362,sphere
597372,elliptical
597385,elliptical
597391,sphere
597398,elliptical
597419,elliptical
597433,elliptical
597458,espiral
597503,elliptical
597509,elliptical
597524,elliptical
597540,elliptical
597555,irregular
597586,sphere
597618,elliptical
597619,elliptical
597630,elliptical
597711,espiral
597716,sphere
597726,irregular
597734,elliptical
597736,sphere
597745,sphere
597765,espiral
597792,sphere
597866,elliptical
597901,elliptical
597903,sphere
597913,sphere
597924,elliptical
597939,sphere
597946,elliptical
597955,sphere
598012,elliptical
598015,sphere
598147,sphere
598156,elliptical
598157,elliptical
598181,elliptical
598189,sphere
598211,sphere
598222,elliptical
598229,irregular
598237,espiral
598268,elliptical
598273,elliptical
598369,sphere
598395,sphere
598399,espiral
598414,espiral
598429,sphere
598442,espiral
598452,elliptical
598472,sphere
598508,espiral
598512,elliptical
598526,elliptical
598537,espiral
598554,sphere
598626,sphere
598628,espiral
598661,elliptical
598663,sphere
598664,espiral
598672,espiral
598683,espiral
598740,elliptical
598741,elliptical
598744,elliptical
598749,elliptical
598754,elliptical
598765,sphere
598801,sphere
598810,sphere
598811,elliptical
598815,sphere
598817,elliptical
598838,sphere
598852,sphere
598853,sphere
598854,elliptical
598861,elliptical
598869,espiral
598880,elliptical
598890,elliptical
598897,elliptical
598904,irregular
598912,elliptical
598914,sphere
598916,sphere
598926,elliptical
598931,irregular
598968,sphere
599031,espiral
599074,espiral
599088,sphere
599127,sphere
599137,sphere
599143,sphere
599152,elliptical
599173,elliptical
599175,elliptical
599177,elliptical
599223,sphere
599251,espiral
599254,irregular
599255,sphere
599293,sphere
599302,espiral
599316,elliptical
599319,elliptical
599346,espiral
599414,sphere
599420,elliptical
599423,sphere
599446,sphere
599459,sphere
599484,sphere
599517,espiral
599541,elliptical
599548,elliptical
599573,espiral
599589,espiral
599615,elliptical
599647,espiral
599650,elliptical
599660,sphere
599684,espiral
599722,sphere
599749,espiral
599758,sphere
599771,elliptical
599775,elliptical
599792,elliptical
599795,sphere
599927,elliptical
599956,sphere
599959,elliptical
599968,elliptical
599997,espiral
599999,sphere
600007,sphere
600021,sphere
600056,sphere
600073,elliptical
600134,sphere
600137,espiral
600220,sphere
600256,sphere
600262,espiral
600301,sphere
600314,espiral
600319,espiral
600323,elliptical
600329,elliptical
600330,elliptical
600339,elliptical
600342,irregular
600349,espiral
600394,irregular
600435,espiral
600446,espiral
600477,espiral
600499,irregular
600510,elliptical
600521,sphere
600524,irregular
600550,sphere
600574,sphere
600583,sphere
600612,elliptical
600616,sphere
600621,sphere
600659,elliptical
600689,sphere
600702,elliptical
600752,elliptical
600847,espiral
600855,sphere
600872,sphere
600916,elliptical
600935,espiral
600969,espiral
600973,elliptical
600974,sphere
601016,sphere
601080,sphere
601098,sphere
601101,espiral
601112,sphere
601153,elliptical
601161,elliptical
601162,sphere
601174,irregular
601243,elliptical
601260,espiral
601271,sphere
601326,elliptical
601347,sphere
601390,sphere
601423,elliptical
601449,sphere
601481,elliptical
601518,sphere
601569,elliptical
601584,sphere
601589,sphere
601592,espiral
601606,sphere
601610,elliptical
601616,espiral
601629,irregular
601667,espiral
601668,irregular
601678,elliptical
601690,elliptical
601700,sphere
601739,espiral
601761,elliptical
601770,sphere
601808,elliptical
601815,espiral
601827,sphere
601863,sphere
601869,espiral
601906,elliptical
601912,sphere
601930,elliptical
601989,elliptical
602039,elliptical
602044,sphere
602062,sphere
602075,espiral
602085,elliptical
602093,espiral
602130,espiral
602153,elliptical
602213,elliptical
602214,sphere
602261,elliptical
602279,sphere
602379,espiral
602403,sphere
602433,sphere
602441,sphere
602443,sphere
602445,sphere
602446,elliptical
602471,sphere
602481,elliptical
602533,espiral
602538,elliptical
602557,elliptical
602586,elliptical
602617,elliptical
602622,sphere
602668,elliptical
602684,sphere
602687,elliptical
602701,elliptical
602724,elliptical
602737,elliptical
602743,sphere
602752,espiral
602766,sphere
602778,sphere
602781,elliptical
602797,elliptical
602801,elliptical
602803,elliptical
602805,espiral
602808,elliptical
602817,elliptical
602831,espiral
602908,elliptical
602910,elliptical
602911,sphere
602935,sphere
602943,espiral
602946,elliptical
602955,elliptical
602959,sphere
602966,sphere
602991,sphere
603022,sphere
603031,elliptical
603032,elliptical
603077,elliptical
603105,elliptical
603146,elliptical
603149,sphere
603157,irregular
603159,espiral
603165,espiral
603187,elliptical
603206,elliptical
603217,sphere
603245,elliptical
603255,espiral
603265,elliptical
603283,sphere
603313,sphere
603318,elliptical
603354,sphere
603362,sphere
603385,irregular
603391,elliptical
603402,sphere
603416,sphere
603474,espiral
603492,elliptical
603498,elliptical
603523,irregular
603524,sphere
603547,espiral
603548,sphere
603573,espiral
603576,irregular
603607,sphere
603617,sphere
603622,sphere
603633,sphere
603648,sphere
603679,irregular
603713,elliptical
603729,espiral
603736,espiral
603740,elliptical
603769,elliptical
603776,sphere
603778,elliptical
603822,elliptical
603833,sphere
603836,sphere
603898,sphere
603924,espiral
603941,elliptical
603947,espiral
603974,elliptical
603992,espiral
603998,sphere
604008,sphere
604036,elliptical
604039,sphere
604059,irregular
604071,espiral
604085,espiral
604091,elliptical
604191,sphere
604205,sphere
604215,sphere
604230,elliptical
604240,elliptical
604266,elliptical
604269,sphere
604272,elliptical
604298,elliptical
604306,elliptical
604324,sphere
604330,sphere
604378,irregular
604385,elliptical
604405,sphere
604448,elliptical
604474,sphere
604478,elliptical
604491,sphere
604492,espiral
604496,irregular
604501,sphere
604516,sphere
604560,espiral
604587,elliptical
604595,espiral
604607,espiral
604624,elliptical
604646,elliptical
604647,espiral
604683,sphere
604692,elliptical
604712,sphere
604729,espiral
604740,sphere
604767,espiral
604771,elliptical
604787,elliptical
604860,sphere
604885,sphere
604904,elliptical
604918,elliptical
604920,elliptical
604925,elliptical
604956,elliptical
604959,sphere
605022,espiral
605035,elliptical
605051,elliptical
605090,espiral
605125,elliptical
605134,elliptical
605167,espiral
605183,sphere
605184,sphere
605218,espiral
605233,sphere
605235,irregular
605248,elliptical
605310,sphere
605314,sphere
605318,espiral
605349,elliptical
605355,espiral
605363,elliptical
605396,espiral
605401,sphere
605426,irregular
605486,sphere
605506,espiral
605507,elliptical
605533,elliptical
605546,sphere
605549,sphere
605550,elliptical
605564,irregular
605565,elliptical
605623,sphere
605636,sphere
605674,elliptical
605692,elliptical
605704,elliptical
605712,elliptical
605719,sphere
605724,sphere
605840,espiral
605880,espiral
605907,elliptical
605910,elliptical
605915,espiral
605918,elliptical
605945,espiral
605950,sphere
605959,sphere
605961,elliptical
606017,sphere
606049,espiral
606078,espiral
606086,espiral
606098,espiral
606115,elliptical
606164,sphere
606165,sphere
606171,elliptical
606205,elliptical
606229,sphere
606265,espiral
606289,elliptical
606291,sphere
606306,sphere
606310,elliptical
606325,sphere
606343,sphere
606364,sphere
606427,espiral
606443,espiral
606455,elliptical
606470,elliptical
606479,sphere
606496,espiral
606503,sphere
606555,elliptical
606573,espiral
606581,sphere
606584,sphere
606587,elliptical
606610,sphere
606633,espiral
606665,espiral
606791,espiral
606802,espiral
606829,elliptical
606837,sphere
606841,irregular
606847,sphere
606853,espiral
606862,elliptical
606874,sphere
606887,sphere
606890,elliptical
606896,espiral
606904,sphere
606915,espiral
606970,sphere
607025,sphere
607052,elliptical
607070,elliptical
607085,sphere
607156,elliptical
607163,sphere
607166,sphere
607170,sphere
607188,espiral
607200,sphere
607285,sphere
607293,sphere
607300,elliptical
607311,elliptical
607314,sphere
607321,sphere
607324,elliptical
607326,sphere
607353,espiral
607398,sphere
607416,sphere
607420,sphere
607435,espiral
607451,espiral
607488,elliptical
607497,sphere
607511,sphere
607530,sphere
607545,sphere
607549,elliptical
607558,sphere
607601,sphere
607636,elliptical
607641,elliptical
607651,irregular
607656,elliptical
607694,espiral
607710,espiral
607735,sphere
607738,espiral
607752,elliptical
607780,elliptical
607785,elliptical
607797,sphere
607828,sphere
607836,espiral
607846,elliptical
607848,elliptical
607872,sphere
607880,sphere
607897,elliptical
607952,elliptical
607972,sphere
607979,sphere
608027,sphere
608046,sphere
608076,sphere
608086,espiral
608100,sphere
608113,elliptical
608128,espiral
608157,elliptical
608168,espiral
608180,elliptical
608190,elliptical
608194,sphere
608219,sphere
608223,sphere
608251,espiral
608265,irregular
608278,elliptical
608281,espiral
608293,sphere
608297,sphere
608301,elliptical
608304,sphere
608316,espiral
608325,sphere
608339,espiral
608341,elliptical
608350,elliptical
608361,elliptical
608394,elliptical
608401,sphere
608475,elliptical
608476,sphere
608483,sphere
608543,sphere
608556,sphere
608613,elliptical
608627,sphere
608654,elliptical
608694,sphere
608723,espiral
608759,sphere
608779,elliptical
608794,espiral
608812,sphere
608832,irregular
608841,espiral
608903,elliptical
608938,espiral
608943,espiral
608949,elliptical
608961,elliptical
608970,irregular
608981,elliptical
609020,espiral
609021,elliptical
609042,sphere
609043,sphere
609079,espiral
609123,elliptical
609127,elliptical
609131,sphere
609146,irregular
609153,sphere
609183,sphere
609194,sphere
609209,sphere
609254,elliptical
609289,elliptical
609316,elliptical
609318,irregular
609325,espiral
609337,espiral
609355,elliptical
609357,espiral
609397,elliptical
609436,sphere
609465,espiral
609484,elliptical
609489,elliptical
609526,espiral
609576,irregular
609588,sphere
609597,elliptical
609606,espiral
609641,elliptical
609667,espiral
609669,sphere
609677,sphere
609687,sphere
609696,elliptical
609737,sphere
609740,elliptical
609775,sphere
609813,elliptical
609857,sphere
609882,elliptical
609962,espiral
609976,sphere
609996,irregular
610002,espiral
610008,elliptical
610012,elliptical
610014,elliptical
610022,sphere
610025,elliptical
610027,espiral
610085,sphere
610126,sphere
610160,espiral
610162,sphere
610165,elliptical
610232,sphere
610261,elliptical
610298,irregular
610301,elliptical
610323,espiral
610343,sphere
610378,sphere
610382,elliptical
610392,elliptical
610412,sphere
610419,sphere
610423,irregular
610436,sphere
610466,sphere
610479,elliptical
610498,sphere
610502,irregular
610513,sphere
610515,elliptical
610520,espiral
610528,sphere
610540,sphere
610558,espiral
610573,sphere
610577,espiral
610606,elliptical
610669,elliptical
610670,sphere
610757,irregular
610761,elliptical
610770,espiral
610771,sphere
610782,sphere
610791,sphere
610802,sphere
610830,elliptical
610835,elliptical
610839,irregular
610861,sphere
610890,elliptical
610912,sphere
610937,elliptical
610939,sphere
610964,espiral
610974,sphere
610978,elliptical
610990,elliptical
611002,sphere
611005,elliptical
611009,sphere
611025,sphere
611068,elliptical
611143,sphere
611159,sphere
611171,elliptical
611187,sphere
611194,sphere
611210,sphere
611240,espiral
611248,espiral
611303,sphere
611313,espiral
611320,elliptical
611341,elliptical
611403,elliptical
611465,sphere
611477,espiral
611482,elliptical
611497,sphere
611513,elliptical
611526,sphere
611535,sphere
611556,elliptical
611557,sphere
611564,sphere
611572,irregular
611605,espiral
611617,sphere
611629,sphere
611637,espiral
611650,elliptical
611673,elliptical
611680,sphere
611694,sphere
611705,elliptical
611714,elliptical
611753,sphere
611761,elliptical
611768,espiral
611787,sphere
611793,sphere
611805,sphere
611821,sphere
611850,elliptical
611864,elliptical
611888,espiral
611893,sphere
611903,sphere
611904,sphere
611915,sphere
611919,elliptical
611920,espiral
611923,espiral
611952,irregular
611974,sphere
611987,sphere
611990,espiral
612020,sphere
612030,sphere
612037,sphere
612046,espiral
612054,sphere
612063,sphere
612094,sphere
612096,elliptical
612104,elliptical
612107,elliptical
612108,elliptical
612124,espiral
612128,irregular
612139,sphere
612158,elliptical
612201,elliptical
612206,sphere
612262,irregular
612278,espiral
612332,espiral
612366,sphere
612377,elliptical
612389,sphere
612393,elliptical
612394,espiral
612449,elliptical
612490,sphere
612492,sphere
612564,espiral
612565,elliptical
612572,irregular
612581,sphere
612582,elliptical
612589,sphere
612598,elliptical
612617,espiral
612622,sphere
612652,sphere
612661,irregular
612668,elliptical
612672,espiral
612705,elliptical
612729,sphere
612731,elliptical
612752,sphere
612761,espiral
612822,elliptical
612841,sphere
612857,irregular
612868,espiral
612881,sphere
612889,sphere
612894,sphere
612903,elliptical
612914,espiral
612960,elliptical
612965,elliptical
612973,sphere
613012,sphere
613014,sphere
613054,elliptical
613060,espiral
613121,espiral
613123,elliptical
613145,irregular
613147,irregular
613168,elliptical
613205,espiral
613211,sphere
613215,irregular
613217,sphere
613234,elliptical
613254,sphere
613275,sphere
613335,elliptical
613346,sphere
613387,elliptical
613407,sphere
613429,sphere
613466,sphere
613470,irregular
613484,sphere
613518,elliptical
613523,espiral
613550,sphere
613619,espiral
613646,espiral
613663,sphere
613670,sphere
613673,sphere
613680,sphere
613681,sphere
613730,irregular
613745,elliptical
613762,elliptical
613798,sphere
613828,elliptical
613840,espiral
613842,irregular
613850,elliptical
613872,sphere
613925,elliptical
613966,espiral
613974,elliptical
613993,sphere
614013,elliptical
614017,sphere
614034,irregular
614066,sphere
614084,espiral
614119,sphere
614139,sphere
614142,sphere
614175,elliptical
614179,sphere
614182,elliptical
614183,elliptical
614221,sphere
614274,sphere
614277,sphere
614286,elliptical
614288,elliptical
614325,espiral
614389,sphere
614403,elliptical
614417,espiral
614421,elliptical
614427,elliptical
614446,sphere
614460,elliptical
614462,espiral
614487,sphere
614495,sphere
614501,espiral
614521,sphere
614532,elliptical
614563,sphere
614594,sphere
614600,irregular
614616,sphere
614632,elliptical
614633,elliptical
614642,elliptical
614671,elliptical
614679,elliptical
614695,sphere
614700,elliptical
614702,elliptical
614719,sphere
614721,espiral
614737,elliptical
614771,elliptical
614776,elliptical
614790,elliptical
614807,elliptical
614839,elliptical
614847,sphere
614891,elliptical
614899,elliptical
614904,sphere
614916,elliptical
614921,sphere
614949,elliptical
614959,espiral
615035,elliptical
615071,sphere
615094,irregular
615095,sphere
615121,elliptical
615146,sphere
615185,irregular
615199,espiral
615234,elliptical
615257,espiral
615261,elliptical
615263,sphere
615305,sphere
615336,elliptical
615340,sphere
615388,elliptical
615410,sphere
615424,sphere
615429,sphere
615438,elliptical
615443,elliptical
615464,sphere
615470,sphere
615474,espiral
615603,sphere
615611,sphere
615612,espiral
615622,elliptical
615629,sphere
615643,sphere
615690,sphere
615698,sphere
615723,sphere
615733,elliptical
615754,elliptical
615801,sphere
615807,elliptical
615816,sphere
615836,espiral
615845,sphere
615878,sphere
615884,sphere
615885,elliptical
615889,espiral
615895,sphere
615896,elliptical
615918,sphere
615930,irregular
615944,sphere
615961,elliptical
615971,sphere
615989,sphere
616027,sphere
616031,irregular
616045,elliptical
616076,sphere
616096,irregular
616206,sphere
616249,espiral
616262,sphere
616268,sphere
616270,elliptical
616288,sphere
616291,espiral
616294,espiral
616345,sphere
616374,elliptical
616394,sphere
616397,sphere
616420,elliptical
616449,elliptical
616492,espiral
616527,espiral
616608,elliptical
616609,espiral
616644,irregular
616682,irregular
616712,espiral
616736,elliptical
616737,sphere
616761,irregular
616767,espiral
616789,sphere
616800,sphere
616819,elliptical
616824,elliptical
616850,sphere
616875,elliptical
616891,sphere
616930,sphere
616951,sphere
616962,elliptical
616985,elliptical
617000,elliptical
617012,espiral
617022,elliptical
617032,irregular
617054,elliptical
617066,sphere
617077,espiral
617107,espiral
617139,espiral
617146,sphere
617209,elliptical
617225,sphere
617226,sphere
617261,elliptical
617267,sphere
617378,sphere
617379,sphere
617388,elliptical
617394,espiral
617408,sphere
617410,espiral
617421,elliptical
617438,espiral
617496,elliptical
617515,sphere
617526,espiral
617594,elliptical
617599,elliptical
617609,sphere
617612,elliptical
617641,elliptical
617658,sphere
617678,sphere
617732,elliptical
617754,elliptical
617757,espiral
617773,elliptical
617791,sphere
617792,sphere
617840,sphere
617869,elliptical
617893,irregular
617894,elliptical
617897,elliptical
617918,elliptical
617925,sphere
617933,elliptical
617936,sphere
617979,elliptical
617996,elliptical
617997,espiral
618027,espiral
618042,sphere
618068,sphere
618071,elliptical
618095,espiral
618107,sphere
618144,sphere
618147,elliptical
618178,espiral
618195,sphere
618238,sphere
618244,sphere
618258,elliptical
618275,sphere
618315,sphere
618328,sphere
618353,elliptical
618370,espiral
618374,espiral
618386,sphere
618429,sphere
618468,elliptical
618472,elliptical
618481,elliptical
618540,sphere
618552,espiral
618564,sphere
618585,espiral
618668,sphere
618670,sphere
